"Time (s)","Latitude (째)","Longitude (째)","Height (m)","Velocity (m/s)","Direction (째)","Horizontal Accuracy (m)","Vertical Accuracy (째)"
5.088653681E2,6.499994440E1,2.546584091E1,6.677071693E0,1.627517913E0,1.086477592E2,4.749214015E0,3.357008083E0
5.098653665E2,6.499993924E1,2.546587566E1,6.856828368E0,1.634684979E0,1.089325361E2,4.745717052E0,3.361949835E0
5.108639898E2,6.499992813E1,2.546590742E1,6.214903629E0,1.665062619E0,1.152527961E2,4.740383711E0,3.369465730E0
5.118639767E2,6.499992114E1,2.546593220E1,5.835369564E0,1.636769484E0,1.161246480E2,4.735224433E0,3.376712395E0
5.128640010E2,6.499992461E1,2.546597300E1,4.884647491E0,1.608392975E0,9.849502130E1,4.728380158E0,3.386289727E0
5.138639945E2,6.499992632E1,2.546600595E1,4.745948768E0,1.614698028E0,9.659739930E1,4.726454367E0,3.388977153E0
5.148640008E2,6.499992379E1,2.546604229E1,4.648579085E0,1.660833958E0,9.748158205E1,4.725925263E0,3.389714950E0
5.158640444E2,6.499991617E1,2.546607462E1,4.672863383E0,1.627287297E0,1.029013434E2,4.722294410E0,3.394771352E0
5.168640592E2,6.499991487E1,2.546610769E1,5.099753183E0,1.582914799E0,1.004817409E2,4.723535391E0,3.393044420E0
5.178640709E2,6.499991501E1,2.546614661E1,5.142267113E0,1.639630129E0,9.809341752E1,4.725733403E0,3.389982424E0
5.188641179E2,6.499990993E1,2.546617505E1,4.834433667E0,1.639818193E0,1.018483749E2,4.730807386E0,3.382897945E0
5.198641311E2,6.499991169E1,2.546621883E1,4.341961935E0,1.612749918E0,9.926426424E1,4.731921474E0,3.381339408E0
5.208641486E2,6.499991158E1,2.546625848E1,4.598571883E0,1.632858149E0,9.818472666E1,4.734964958E0,3.377076233E0
5.218641989E2,6.499990791E1,2.546629235E1,4.702405913E0,1.660618307E0,1.003395182E2,4.728274566E0,3.386437163E0
5.228642093E2,6.499991028E1,2.546632504E1,4.286380743E0,1.626240171E0,9.596597627E1,4.726836244E0,3.388444504E0
5.238642286E2,6.499990702E1,2.546635954E1,5.473647265E0,1.620169004E0,9.994720926E1,4.727264733E0,3.387846688E0
5.248642839E2,6.499990038E1,2.546639303E1,5.103967652E0,1.668938218E0,1.040342178E2,4.725394184E0,3.390455256E0
5.258643363E2,6.499989730E1,2.546642781E1,5.324328342E0,1.679872451E0,1.052616938E2,4.724641407E0,3.391504181E0
5.268643873E2,6.499989275E1,2.546646138E1,5.770173901E0,1.651447068E0,1.051125757E2,4.724784696E0,3.391304559E0
5.278644341E2,6.499989255E1,2.546649781E1,5.567172174E0,1.709244206E0,1.027504776E2,4.721525096E0,3.395841251E0
5.288644789E2,6.499988847E1,2.546652922E1,5.656697951E0,1.647352577E0,1.044086988E2,4.714739672E0,3.405255770E0
5.298645216E2,6.499987913E1,2.546655958E1,6.248619514E0,1.639400294E0,1.092190145E2,4.707632559E0,3.415074336E0
5.308645617E2,6.499986985E1,2.546659117E1,5.969949717E0,1.669549851E0,1.149587636E2,4.702177465E0,3.422581500E0
5.318645984E2,6.499986520E1,2.546662590E1,5.709707892E0,1.671494164E0,1.096775102E2,4.694599731E0,3.432968162E0
5.328646336E2,6.499986456E1,2.546666553E1,6.016016350E0,1.680903725E0,1.084918539E2,4.688229614E0,3.441662407E0
5.338646663E2,6.499986167E1,2.546669774E1,5.077726858E0,1.687750829E0,1.070704542E2,4.685014283E0,3.446038044E0
5.348646984E2,6.499985871E1,2.546672954E1,4.388171287E0,1.670330638E0,1.038388074E2,4.683026879E0,3.448738361E0
5.358647274E2,6.499984990E1,2.546675888E1,4.358461878E0,1.649538720E0,1.061404574E2,4.688703082E0,3.441017356E0
5.368647559E2,6.499984566E1,2.546679227E1,3.929588619E0,1.641865760E0,1.055156586E2,4.688955301E0,3.440673657E0
5.378647820E2,6.499984363E1,2.546682866E1,3.356236275E0,1.655802395E0,1.026054342E2,4.687384135E0,3.442813820E0
5.388648065E2,6.499984323E1,2.546686263E1,3.119635904E0,1.684548915E0,9.908385465E1,4.691158363E0,3.437669304E0
5.398648312E2,6.499984065E1,2.546689656E1,3.622462952E0,1.656902214E0,1.012599105E2,4.682914352E0,3.448891156E0
5.408648528E2,6.499983348E1,2.546692272E1,1.949737892E0,1.616318174E0,1.078179308E2,4.685273877E0,3.445685088E0
5.418648741E2,6.499982459E1,2.546694559E1,1.307848238E0,1.627556131E0,1.191533244E2,4.686547358E0,3.443952800E0
5.428648932E2,6.499981860E1,2.546698102E1,2.028138325E0,1.662328480E0,1.195330273E2,4.689183265E0,3.440362966E0
5.438649126E2,6.499981264E1,2.546701551E1,2.415727666E0,1.684114503E0,1.182159203E2,4.690066682E0,3.439158553E0
5.448649299E2,6.499980526E1,2.546704558E1,1.735149798E0,1.670308350E0,1.163924412E2,4.688578512E0,3.441187088E0
5.458649473E2,6.499980536E1,2.546708052E1,1.358863564E0,1.628566945E0,1.030336848E2,4.690544058E0,3.438507448E0
5.468649641E2,6.499981348E1,2.546711534E1,1.312395580E0,1.679662685E0,8.278090474E1,4.692748782E0,3.435497911E0
5.478649789E2,6.499982775E1,2.546714351E1,1.749169116E0,1.662479196E0,5.952733200E1,4.696574086E0,3.430266592E0
5.488649943E2,6.499984142E1,2.546716838E1,4.707946312E-1,1.687070918E0,4.889048179E1,4.703685921E0,3.420508119E0
5.498650072E2,6.499985195E1,2.546719539E1,-2.760759927E-2,1.661419045E0,4.871517626E1,4.709483073E0,3.412521974E0
5.508650205E2,6.499985469E1,2.546724083E1,-1.656780569E-1,1.683585216E0,5.841435943E1,4.713170416E0,3.407427426E0
5.518650331E2,6.499986343E1,2.546726622E1,-7.068826640E-1,1.625203251E0,5.906477267E1,4.718391104E0,3.400194468E0
5.528650450E2,6.499988603E1,2.546726703E1,-7.883678628E-1,1.659015215E0,3.855271499E1,4.724072405E0,3.392296706E0
5.538650564E2,6.499990560E1,2.546727309E1,-5.962137636E-1,1.691379983E0,2.790795353E1,4.720367110E0,3.397450718E0
5.548650671E2,6.499992553E1,2.546727158E1,-6.124494690E-1,1.703674374E0,1.818276075E1,4.718579237E0,3.399933384E0
5.558650780E2,6.499993829E1,2.546728948E1,-1.540221685E0,1.632154517E0,2.951257789E1,4.717955945E0,3.400798249E0
5.568650879E2,6.499995498E1,2.546729676E1,-1.937298749E0,1.618796589E0,2.611247081E1,4.716777761E0,3.402432158E0
5.578650967E2,6.499997572E1,2.546729051E1,-1.739743133E0,1.669325420E0,1.538754744E1,4.717870896E0,3.400916236E0
5.588651065E2,6.499999525E1,2.546728141E1,-1.572511133E0,1.685617128E0,5.092029673E0,4.715529677E0,3.404161703E0
5.598651145E2,6.500000899E1,2.546729471E1,-1.707543274E0,1.648523443E0,1.071750780E1,4.713069776E0,3.407566628E0
5.608651236E2,6.500002381E1,2.546730250E1,-8.373750625E-1,1.627854058E0,1.231671760E1,4.711135657E0,3.410240147E0
5.618651313E2,6.500003851E1,2.546731948E1,-8.850810258E-1,1.660658856E0,1.860667740E1,4.708636796E0,3.413689581E0
5.628651389E2,6.500005595E1,2.546731851E1,-1.131750108E0,1.674663710E0,1.226343572E1,4.709014685E0,3.413168283E0
5.638651462E2,6.500007058E1,2.546733321E1,-1.289405650E0,1.659282724E0,1.608560594E1,4.711512974E0,3.409718834E0
5.648651541E2,6.500008589E1,2.546733455E1,-6.754323300E-1,1.669826913E0,1.341317214E1,4.710317376E0,3.411370289E0
5.658651605E2,6.500010054E1,2.546734665E1,-6.824775916E-1,1.674128094E0,1.658747099E1,4.709106534E0,3.413041558E0
5.668651665E2,6.500011567E1,2.546736681E1,-5.772916256E-1,1.667502731E0,2.414709365E1,4.709311097E0,3.412759298E0
5.678651741E2,6.500013261E1,2.546735991E1,-2.553579463E-1,1.636331627E0,1.182684473E1,4.709567614E0,3.412405299E0
5.688651806E2,6.500015171E1,2.546736086E1,-2.943280600E-1,1.663080217E0,9.310165416E0,4.708211138E0,3.414276631E0
5.698651855E2,6.500016604E1,2.546737376E1,-2.862440404E-1,1.685350995E0,1.267700969E1,4.709312409E0,3.412757487E0
5.708651922E2,6.500018374E1,2.546737391E1,6.374899102E-1,1.672985551E0,7.873235378E0,4.708313146E0,3.414135959E0
5.718651969E2,6.500019763E1,2.546737679E1,6.754331347E-1,1.655327191E0,5.762100023E0,4.705742215E0,3.417678632E0
5.728652034E2,6.500021211E1,2.546739691E1,5.339159369E-1,1.681908740E0,1.291695491E1,4.704768916E0,3.419018350E0
5.738652074E2,6.500022635E1,2.546741462E1,-3.447590675E-2,1.681681599E0,1.723699125E1,4.707997996E0,3.414570529E0
5.748652138E2,6.500024148E1,2.546742186E1,-7.883182680E-1,1.671592136E0,1.446538015E1,4.705383589E0,3.418172365E0
5.758652188E2,6.500025556E1,2.546742745E1,-6.042923704E-1,1.686756981E0,1.107556272E1,4.707075600E0,3.415841965E0
5.768652236E2,6.500026930E1,2.546743318E1,-7.968249768E-1,1.700308289E0,9.703717693E0,4.704506359E0,3.419379615E0
5.778652287E2,6.500028268E1,2.546744494E1,-8.897296758E-1,1.699104902E0,1.390069580E1,4.705003375E0,3.418695698E0
5.788652333E2,6.500029624E1,2.546744888E1,-1.096300192E0,1.693755621E0,1.232385571E1,4.704166939E0,3.419846553E0
5.798652376E2,6.500031000E1,2.546744981E1,-1.728084134E0,1.669896471E0,1.283397203E1,4.707414271E0,3.415375222E0
5.808652426E2,6.500032522E1,2.546744473E1,-1.442578560E0,1.672763157E0,1.143799667E1,4.706796698E0,3.416226263E0
5.818652464E2,6.500034083E1,2.546744497E1,-1.575569917E0,1.681373111E0,7.603791191E0,4.703698978E0,3.420490163E0
5.828652513E2,6.500035472E1,2.546745133E1,-2.369094330E0,1.648511795E0,9.799883786E0,4.705670031E0,3.417778019E0
5.838652555E2,6.500037014E1,2.546744299E1,-2.441836313E0,1.680894851E0,3.641109172E0,4.708228638E0,3.414252498E0
5.848652598E2,6.500038457E1,2.546744787E1,-2.008555766E0,1.668481275E0,4.311411720E0,4.706049582E0,3.417255385E0
5.858652627E2,6.500039899E1,2.546746401E1,-1.849909146E0,1.682864215E0,1.183190160E1,4.702895554E0,3.421594721E0
5.868652678E2,6.500041344E1,2.546746915E1,-1.965116026E0,1.685999366E0,1.085889207E1,4.700377091E0,3.425053611E0
5.878652718E2,6.500043119E1,2.546745447E1,-1.989264953E0,1.690473994E0,5.154215827E0,4.699458799E0,3.426313476E0
5.888652756E2,6.500044733E1,2.546745387E1,-2.267942273E0,1.670473042E0,8.814541932E0,4.702366056E0,3.422322385E0
5.898652785E2,6.500045667E1,2.546747818E1,-1.929195663E0,1.646628923E0,2.672482970E1,4.707547392E0,3.415191735E0
5.908652830E2,6.500045772E1,2.546752953E1,-8.474114165E-1,1.670451151E0,6.035428512E1,4.710723387E0,3.410809611E0
5.918652877E2,6.500045320E1,2.546756528E1,5.633163275E-1,1.598663114E0,8.067759787E1,4.712009722E0,3.409032328E0
5.928652903E2,6.500044537E1,2.546760325E1,1.572391506E0,1.604646018E0,9.712642445E1,4.718562685E0,3.399956356E0
5.938652942E2,6.500043858E1,2.546764402E1,1.096750585E0,1.702808852E0,1.037200730E2,4.721620783E0,3.395708205E0
5.948652972E2,6.500043212E1,2.546767736E1,1.565884371E0,1.687906274E0,1.077568363E2,4.735058429E0,3.376945174E0
5.958653018E2,6.500042436E1,2.546770815E1,8.838064931E-1,1.662817886E0,1.150092933E2,4.745662756E0,3.362026479E0
5.968653053E2,6.500041724E1,2.546774186E1,1.443243238E0,1.679351935E0,1.182299893E2,4.759642451E0,3.342205973E0
5.978653088E2,6.500040922E1,2.546777439E1,9.198652776E-1,1.648652668E0,1.186279273E2,4.778076915E0,3.315798249E0
5.988653122E2,6.500039594E1,2.546779767E1,1.550935630E0,1.681593736E0,1.256829710E2,4.793019251E0,3.294162032E0
5.998653157E2,6.500038676E1,2.546782526E1,1.735931334E0,1.690023587E0,1.269554413E2,4.804729536E0,3.277058303E0
6.008653195E2,6.500037861E1,2.546785767E1,2.265319742E0,1.688433287E0,1.258742029E2,4.816346371E0,3.259960839E0
6.018653222E2,6.500037906E1,2.546790074E1,2.254133488E0,1.691240888E0,1.174671751E2,4.790029577E0,3.298507797E0
6.028653258E2,6.500037234E1,2.546793220E1,2.376662359E0,1.711692874E0,1.132596335E2,4.782285262E0,3.309725775E0
6.038653291E2,6.500036783E1,2.546796427E1,2.135565594E0,1.709467133E0,1.112791981E2,4.789452783E0,3.299345250E0
6.048653331E2,6.500035596E1,2.546798859E1,2.896075640E0,1.731469099E0,1.182951609E2,4.793532230E0,3.293415521E0
6.058653365E2,6.500034688E1,2.546801550E1,2.506389003E0,1.620125666E0,1.195909163E2,4.821318444E0,3.252602880E0
6.068653396E2,6.500033780E1,2.546801981E1,3.074373114E0,1.139163996E0,1.280490358E2,4.869130517E0,3.180582500E0
6.078653430E2,6.500033221E1,2.546801907E1,2.991012867E0,9.052186450E-1,1.343829608E2,4.929712402E0,3.085850397E0
6.088653460E2,6.500030312E1,2.546795969E1,2.287305245E0,1.032248192E0,1.878025366E2,4.879110941E0,3.165250931E0
6.098653498E2,6.500028889E1,2.546793424E1,2.071328312E0,1.173466078E0,1.993511370E2,4.859810379E0,3.194805176E0
6.108653526E2,6.500028416E1,2.546792526E1,8.390474180E-1,1.084866706E0,2.029143536E2,4.822808572E0,3.250392979E0
6.118653566E2,6.500027315E1,2.546791456E1,1.319303467E0,1.176815502E0,2.030494805E2,5.052965979E0,3.255664462E0
6.128653593E2,6.500025175E1,2.546789716E1,1.190782193E0,1.595096178E0,2.017932854E2,5.650307200E0,3.292554052E0
6.138653626E2,6.500023159E1,2.546786765E1,1.608376211E0,1.848583465E0,2.040940512E2,6.324332225E0,3.322392440E0
6.148653659E2,6.500022205E1,2.546783296E1,1.375214756E0,1.749711148E0,2.090910891E2,7.040079863E0,3.293069066E0
6.158653690E2,6.500020560E1,2.546782077E1,1.727995986E0,1.673075348E0,2.040267247E2,6.732369802E0,3.298732879E0
6.168653716E2,6.500018378E1,2.546786971E1,6.059310380E-1,1.531315239E0,1.877751245E2,6.285904482E0,3.287174918E0
6.178653756E2,6.500014850E1,2.546796932E1,-3.536809674E-1,1.733352803E0,1.760157300E2,5.399642324E0,3.316336071E0
6.188653785E2,6.500013162E1,2.546790237E1,-1.408130475E0,1.705239969E0,1.989740554E2,4.692069464E0,3.436425640E0
6.198653818E2,6.500012261E1,2.546783699E1,-1.210683726E0,1.742236978E0,2.178507690E2,4.650008034E0,3.493130733E0
6.208653842E2,6.500011403E1,2.546780299E1,-1.041131876E-1,1.680596439E0,2.222037449E2,4.652286554E0,3.490095536E0
6.218653879E2,6.500010913E1,2.546777268E1,-4.218575144E-1,1.760623345E0,2.338761659E2,4.654902286E0,3.486606050E0
6.228653911E2,6.500010472E1,2.546773658E1,-5.071197730E-2,1.709517208E0,2.397780957E2,4.654573086E0,3.487045514E0
6.238653936E2,6.500010277E1,2.546770785E1,8.005186422E-1,1.694377134E0,2.432017908E2,4.656360369E0,3.484658540E0
6.248653983E2,6.500010249E1,2.546767578E1,6.652455544E-1,1.712301774E0,2.482466224E2,4.668009735E0,3.469037640E0
6.258654000E2,6.500009232E1,2.546765550E1,8.148292331E-1,1.700896012E0,2.414999143E2,4.669382681E0,3.467189411E0
6.268654038E2,6.500008994E1,2.546762997E1,6.473528389E-1,1.701930794E0,2.407339112E2,4.663773529E0,3.474730709E0
6.278654072E2,6.500008578E1,2.546760817E1,8.759495504E-1,1.679072941E0,2.390880742E2,4.673953485E0,3.461025260E0
6.288654096E2,6.500006869E1,2.546759400E1,1.059586482E0,1.701975528E0,2.216709938E2,4.685508661E0,3.445365819E0
6.298654137E2,6.500006018E1,2.546759276E1,1.212732310E0,1.034444179E0,2.099844048E2,4.690110313E0,3.439099052E0
6.308654159E2,6.500004791E1,2.546757644E1,1.618268393E0,1.072911138E0,2.091671929E2,4.698298413E0,3.427904470E0
6.318654200E2,6.500005795E1,2.546759596E1,9.752993481E-1,1.121225465E-1,2.138984145E2,4.706022448E0,3.417292752E0
6.328654225E2,6.500005287E1,2.546759778E1,1.417936941E0,1.098709871E-1,1.935461189E2,4.715125785E0,3.404721114E0
6.338654264E2,6.500003736E1,2.546757941E1,1.435849393E0,6.409000922E-1,1.949044282E2,4.718323585E0,3.400288161E0
6.348654289E2,6.500002594E1,2.546757451E1,1.439561079E0,6.373276295E-1,1.811420763E2,4.722003562E0,3.395175901E0
6.358654323E2,6.500000717E1,2.546756504E1,2.412644372E0,1.131460594E0,1.856422553E2,4.721209247E0,3.396280359E0
6.368614780E2,6.500000431E1,2.546755996E1,2.096380548E0,7.063772599E-1,1.846058681E2,4.721054729E0,3.396495147E0
6.378614541E2,6.499999351E1,2.546755573E1,2.916322056E0,7.486067718E-1,1.868352551E2,4.736758945E0,3.374559487E0
6.388615073E2,6.499998556E1,2.546753509E1,3.126858457E0,2.848851460E-1,1.972376277E2,4.739068094E0,3.371315860E0
6.398615217E2,6.499998834E1,2.546753537E1,3.323122555E0,1.218262657E-1,1.972376279E2,4.730198044E0,3.383749916E0
6.408615532E2,6.499999067E1,2.546753792E1,3.192074399E0,2.904006122E-2,1.972376302E2,4.737756648E0,3.373158606E0
6.418616514E2,6.499998334E1,2.546753560E1,2.798936498E0,8.078969158E-2,1.972376282E2,4.762271137E0,3.338459323E0
6.428617002E2,6.499998053E1,2.546755006E1,3.060353497E0,6.800373619E-2,1.972376416E2,4.762208630E0,3.338548486E0
6.438617589E2,6.499997715E1,2.546755919E1,3.400825412E0,4.028823609E-1,1.972376501E2,4.791532699E0,3.296323926E0
6.448618782E2,6.499992070E1,2.546754246E1,4.912607100E0,1.828252115E0,1.945579312E2,4.803431761E0,3.278960254E0
6.458619399E2,6.499988097E1,2.546754192E1,6.549142011E0,1.177823778E0,1.892858062E2,4.759276289E0,3.342727366E0
6.468620059E2,6.499985238E1,2.546752134E1,6.650101614E0,1.284163220E0,1.944052132E2,4.749969736E0,3.355938698E0
6.478621312E2,6.499984196E1,2.546747937E1,6.836509200E0,8.650167798E-1,2.150311343E2,4.776149637E0,3.318573741E0
6.488621968E2,6.499984116E1,2.546744412E1,6.576029287E0,6.113865892E-1,2.446920629E2,4.801431096E0,3.281889161E0
6.498622646E2,6.499985064E1,2.546736839E1,7.013850110E0,1.163805946E0,2.717240169E2,4.812120202E0,3.266195983E0
6.508623878E2,6.499986102E1,2.546736641E1,6.820267508E0,7.752451581E-1,2.916705198E2,4.821284081E0,3.252653815E0
6.518625077E2,6.499987414E1,2.546732346E1,5.953237480E0,1.031737797E0,2.965109629E2,4.810027794E0,3.269276626E0
6.528626209E2,6.499988116E1,2.546730464E1,5.622743460E0,8.224102878E-1,2.979405170E2,4.826717489E0,3.244585539E0
6.538627278E2,6.499988927E1,2.546729318E1,5.121440955E0,7.245437212E-1,2.990681360E2,4.826709044E0,3.244598101E0
6.548628286E2,6.499989781E1,2.546731114E1,5.405427988E0,5.052960560E-1,3.071138818E2,4.827650238E0,3.243197529E0
6.558629248E2,6.499988514E1,2.546724922E1,4.788619193E0,6.359817688E-1,2.085539198E2,4.811086610E0,3.267718266E0
6.568630136E2,6.499987168E1,2.546721928E1,5.350076841E0,1.082260376E0,2.051441896E2,4.801111345E0,3.282356910E0
6.578631009E2,6.499985780E1,2.546716960E1,6.017282576E0,1.409331121E0,2.116114351E2,4.793116809E0,3.294020079E0
6.588631805E2,6.499983155E1,2.546713353E1,5.017382678E0,1.727769909E0,2.066793366E2,4.777498621E0,3.316631417E0
6.598632593E2,6.499981697E1,2.546713915E1,4.593401694E0,1.200376019E0,2.061097322E2,4.750858672E0,3.354680150E0
6.608633329E2,6.499979154E1,2.546712397E1,3.723477646E0,1.730908308E0,1.993425486E2,4.741619699E0,3.367726186E0
6.618634020E2,6.499977707E1,2.546712033E1,3.045732806E0,1.178613630E0,1.985499451E2,4.723223525E0,3.393478535E0
6.628634685E2,6.499975739E1,2.546710291E1,3.123785571E0,1.616024992E0,1.979984731E2,4.729261925E0,3.385058150E0
6.638635314E2,6.499974547E1,2.546709602E1,3.426405301E0,1.124816351E0,1.935626810E2,4.726396808E0,3.389057428E0
6.648635912E2,6.499972691E1,2.546707237E1,2.932574837E0,1.337813124E0,1.969494434E2,4.730074713E0,3.383922317E0
6.658636475E2,6.499971024E1,2.546706825E1,2.084641397E0,1.490679818E0,1.912166954E2,4.736536274E0,3.374872021E0
6.668637022E2,6.499969732E1,2.546706373E1,1.539378760E0,1.248480795E0,1.869443581E2,4.725397420E0,3.390450745E0
6.678637544E2,6.499967699E1,2.546707306E1,1.313149974E0,1.614486820E0,1.803928773E2,4.735560896E0,3.376240517E0
6.688638030E2,6.499966824E1,2.546706772E1,1.290427624E0,1.149852861E0,1.805426058E2,4.723658210E0,3.392873435E0
6.698638506E2,6.499965229E1,2.546706690E1,1.758494144E0,1.371427259E0,1.789311905E2,4.730191533E0,3.383759019E0
6.708638963E2,6.499963562E1,2.546707630E1,8.713015784E-1,1.494872130E0,1.772929008E2,4.734252484E0,3.378074963E0
6.718639396E2,6.499962938E1,2.546708157E1,6.255099131E-1,1.120802980E0,1.762426059E2,4.725046541E0,3.390939725E0
6.728639811E2,6.499961523E1,2.546707800E1,2.687688489E-1,1.167899421E0,1.810957870E2,4.727637878E0,3.387325955E0
6.738640202E2,6.499959903E1,2.546707657E1,3.211599290E-1,1.299038482E0,1.807647923E2,4.736720388E0,3.374613608E0
6.748640592E2,6.499958756E1,2.546707908E1,2.674394194E-2,1.252096315E0,1.805803320E2,4.739684760E0,3.370448843E0
6.758640962E2,6.499956980E1,2.546706336E1,-8.123959228E-2,1.319611953E0,1.859603590E2,4.735395276E0,3.376472807E0
6.768641311E2,6.499955271E1,2.546704434E1,9.151030332E-3,1.437286768E0,1.907393234E2,4.730759104E0,3.382965464E0
6.778641661E2,6.499953737E1,2.546703118E1,-5.724916235E-2,1.456357196E0,1.885035334E2,4.725572013E0,3.390207396E0
6.788641981E2,6.499952389E1,2.546700933E1,-2.235276187E-1,1.155494775E0,1.965413118E2,4.720550154E0,3.397196385E0